text,actual,predicted,probability_not_disaster,probability_disaster,clean_text,correct
"They were harsh. ""She may look clean..."" &amp; the threat of catching VD meant you let Hitler win.",0,0,0.9155937024478102,0.08440629755218981,harsh may look clean amp threat catching vd meant let hitler win,True
"I admire your optimism, but the reality is very different. BoD will never be shut. They are controlled by powerful… https://t.co/XPY6wssHn5",0,0,0.9103118890686752,0.08968811093132481,admire optimism reality different bod never shut controlled powerful,True
"40,000 non-muslim refugees have been detected by Uttar Pradesh government in just 19 districts. Pilibhit alone has more than…",1,0,0.771773148861022,0.228226851138978,nonmuslim refugees detected uttar pradesh government districts pilibhit alone,False
"https://t.co/PPqaOwCEqB Libyan National Army commander Khalifa Haftar left Moscow without signing a ceasefire, Lavr… https://t.co/t4vCMzIqTX",0,0,0.7617995079787767,0.2382004920212233,libyan national army commander khalifa haftar left moscow without signing ceasefire lavr,True
During the Funeral of Qasem Soleimani CNN put THIS woman on the air to make direct threats to our President &amp; the American…,0,0,0.8658691262005456,0.13413087379945443,funeral qasem soleimani cnn put woman air make direct threats president amp american,True
🔴Warning Repressive forces of the Islamic Republic have fired on Iranian protesters. Local sources say 7 people were…,1,0,0.594192072868245,0.40580792713175495,warning repressive forces islamic republic fired iranian protesters local sources say people,False
"Oh whoops, I guess I got your notification at the start of my nap and it was drowned out by all the oth… https://t.co/Z3uH3Z61Vv",0,0,0.9630478042172077,0.03695219578279232,oh whoops guess got notification start nap drowned oth,True
The yellow/green liquid is probably pepper spray. It's acidic which is causing the ch… https://t.co/AOC81aMBxC,0,0,0.8038271771399904,0.19617282286000956,yellowgreen liquid probably pepper spray acidic causing ch,True
ATTENTION UAENAS (MAAENAS) We will be having an outreach program for the evacuees and victims of the natural disaster(Taal v…,1,0,0.8502518039693296,0.14974819603067038,attention uaenas maaenas outreach program evacuees victims natural disastertaal v,False
"If two quakes have about the same magnitude, you cannot say one is the other's preshock or aftershock. Only when one is obv…",0,0,0.6695996878933206,0.3304003121066794,two quakes magnitude cannot say one others preshock aftershock one obv,True
Minnesota niggas will record a video during a blizzard saying “Drive Safe Y’all” while driving 75 miles per hour blasting NB…,0,0,0.8776590952506691,0.12234090474933093,minnesota niggas record video blizzard saying drive safe yall driving miles per hour blasting nb,True
Here is another picture from the scene courtesy of LT Longoria. Approximately 30 cars involved in numerous separate collision…,1,0,0.5976886364734001,0.4023113635265999,another picture scene courtesy lt longoria approximately cars involved numerous separate collision,False
ketombe siapa takut #Ben_Wounds #HaYoonbin https://t.co/nokmmsEZBX,0,0,0.907750544048853,0.09224945595114702,ketombe siapa takut benwounds hayoonbin,True
The only one who can sense in a moment if his Naira is in danger though it was nothing that could cause an extreme casualty b…,0,0,0.9316019252269335,0.06839807477306649,one sense moment naira danger though nothing could cause extreme casualty b,True
A MAN HAS FALLEN INTO THE RIVER IN LEGO CITY START THE RESCUE HELICOPTER HEY! BUILD… https://t.co/eWB7fp7hoT,0,0,0.8462844559439527,0.1537155440560473,man fallen river lego city start rescue helicopter hey build,True
"'Alice Bishop’s short story collection, A Constant Hum, tells fictional stories of the Black Saturday bushfires ... Alice…",0,0,0.8982906861296434,0.10170931387035664,alice bishops short story collection constant hum tells fictional stories black saturday bushfires alice,True
"Hello Furr lovers, help us help the animals affected by the #TaalVolcanoEruption! We are in need of VOLUNTEERS, VEHICLES…",0,0,0.84157134548623,0.15842865451377,hello furr lovers help us help animals affected taalvolcanoeruption need volunteers vehicles,True
"US critical cases casualties were transferred by ""C17 'Flying Hospital' - Air force nurse"" flight n… https://t.co/3uAiZw58s5",0,0,0.7419627825685938,0.2580372174314062,us critical cases casualties transferred c flying hospital air force nurse flight n,True
i tried to go to school today and everything was fine but now i sit outside of the classroom bc my hands started to… https://t.co/JDbcnqrOJH,0,0,0.8577286967999962,0.14227130320000386,tried go school today everything fine sit outside classroom bc hands started,True
You also need to survive to practice faith. Why do you think hindu.gen… https://t.co/OzLw4P5nwv,1,0,0.9264175547207654,0.07358244527923467,also need survive practice faith think hindugen,False
Donald Trump told Ingraham that CEOs want only a small no. of extraordinary foreign graduates. But fedl. data shows that…,0,0,0.9196510866420046,0.08034891335799546,donald trump told ingraham ceos want small extraordinary foreign graduates fedl data shows,True
That feeling when you turn in a 20pg paper on #bioterrorism &amp; #civilliberties! 🤓 📚 👩🏼‍🎓 #GradLife 🙌🏼 https://t.co/FJAGlfR7gN,0,0,0.9427783032070315,0.05722169679296854,feeling turn pg paper bioterrorism amp civilliberties gradlife,True
"Different angles, but that new one is 😋",0,0,0.9202229237825139,0.07977707621748606,different angles new one,True
brrrrr same :( some yatagarasu have 900 HP but I can't hit em' even on sukunda+sukukaj… https://t.co/b0peILTPda,0,0,0.8359911702888604,0.16400882971113964,brrrrr yatagarasu hp cant hit em even sukundasukukaj,True
"Oyo State Governor, Engineer Seyi Makinde, has declared that his government would not demolish any property to facilit…",0,0,0.9504863422748246,0.0495136577251754,oyo state governor engineer seyi makinde declared government would demolish property facilit,True
You un-ironically want to use the government to mass murder law abiding c…,0,0,0.9141021447777578,0.08589785522224226,unironically want use government mass murder law abiding c,True
"On the way to the Khalsa Diwan Sikh Temple in Wanchai District, a listed building constructed in 1901 which survive… https://t.co/bPCTSvvKMD",0,0,0.8100847958092944,0.18991520419070562,way khalsa diwan sikh temple wanchai district listed building constructed survive,True
Dropping Like Flies! Another 2020 Dem Drops Out Of 2020 Presidential Race https://t.co/lCEBCG9KdL 😆Their latest casualty…,0,0,0.8693275584144897,0.13067244158551033,dropping like flies another dem drops presidential race latest casualty,True
Trying to go tornado chasing in Oklahoma for my honeymoon 😂,0,0,0.8559852950290407,0.14401470497095922,trying go tornado chasing oklahoma honeymoon,True
Here's an interview with me by of about my #comedy #horror #animation screening at …,0,0,0.930209779561618,0.06979022043838201,heres interview comedy horror animation screening,True
bro how is my internet gonna crash in a middle of a league match??? 🥶🥶,0,0,0.8501174016249736,0.14988259837502638,bro internet gonna crash middle league match,True
#KashmirBleeds #KashmirTheLandOfPain #KashmirStillUnderCurfew Kashmir has been under curfew since 5th August 2019. No…,1,0,0.6002723067237641,0.39972769327623586,kashmirbleeds kashmirthelandofpain kashmirstillundercurfew kashmir curfew since th august,False
Dhar was founded as capital of Malwa by the Scholar King RAJA BHOJA (1010-1053 CE). Raja Bhoja was well versed in iron me…,0,0,0.8539323058964724,0.14606769410352757,dhar founded capital malwa scholar king raja bhoja ce raja bhoja well versed iron,True
Who the hell screams “get away for me” while chasing someone?,0,0,0.9608759610062951,0.03912403899370485,hell screams get away chasing someone,True
Dumb runny nose.,0,0,0.7768251759360869,0.22317482406391306,dumb runny nose,True
Taiwan President Tsai Ing-wen's speech: People joining legal demonstration will be protected by police. We are free fr…,0,0,0.8008380803631561,0.19916191963684388,taiwan president tsai ingwens speech people joining legal demonstration protected police free fr,True
"oh wait he survived good, I like him https://t.co/3acc5YXP8V",0,0,0.941158057161794,0.05884194283820601,oh wait survived good like,True
"The bee industry estimates about 10,000 hives have been destroyed and many more have been damaged across the country. #abc730 #…",1,0,0.6624274517727178,0.33757254822728217,bee industry estimates hives destroyed many damaged across country abc,False
"Inferno on Black Friday 1939: 71 deaths, 3,700 buildings, too much fuel and “lit by the hand of man” « JoNova… https://t.co/tHhw0dRMin",1,0,0.6445578150918605,0.3554421849081395,inferno black friday deaths buildings much fuel lit hand man jonova,False
"Q: ""One Direction's 2015 visit to Dubai's [.....] Do u have any memories of that gig? A: ""it's hard for me to remem… https://t.co/Upu2xJqIxg",0,0,0.9012121623334648,0.09878783766653525,q one directions visit dubais u memories gig hard remem,True
We're restoring peat bogs at places like to lock up carbon and protect the landscape. Teams of volunteers…,0,0,0.8962423825949635,0.10375761740503657,restoring peat bogs places like lock carbon protect landscape teams volunteers,True
"According to , 459300 people live w/in 14km of Taal, and almost 1M live w/in the 17km danger zone. Cont…",0,0,0.8384388219396848,0.16156117806031522,according people live win km taal almost live win km danger zone cont,True
I repeat what I said last week after car crash interview on GMS - let's hope she gets elected Labour Leader!…,0,0,0.8660208190120318,0.1339791809879682,repeat said last week car crash interview gms lets hope gets elected labour leader,True
Bloody bcci They sold rights of even highlights,0,0,0.9087154832468914,0.09128451675310854,bloody bcci sold rights even highlights,True
why doesnt pokepark 2 let you bully piplup (run into them and electrocute),0,0,0.9324962511023438,0.06750374889765615,doesnt pokepark let bully piplup run electrocute,True
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link: https://t.co/rRGeAgetcb",1,1,0.4304823834086058,0.5695176165913942,earthquake reported geofon philippine islands region link,True
“Residents please stay indoors as much as possible” “Tennis players please carry on playing one of the most physically dema…,0,0,0.8660340842399452,0.13396591576005473,residents please stay indoors much possible tennis players please carry playing one physically dema,True
